Region/Country/Area,,Year,Series,Value
638,Réunion,2005,Emissions (thousand metric tons of carbon dioxide),"3,200"
638,Réunion,2010,Emissions (thousand metric tons of carbon dioxide),"3,930"
638,Réunion,1975,Emissions per capita (Kilograms of carbon dioxide),1
638,Réunion,1985,Emissions per capita (Kilograms of carbon dioxide),1.8
638,Réunion,2005,Emissions per capita (Kilograms of carbon dioxide),3.8
638,Réunion,2010,Emissions per capita (Kilograms of carbon dioxide),4.4
642,Romania,1975,Emissions (thousand metric tons of carbon dioxide),"156,890"
642,Romania,1985,Emissions (thousand metric tons of carbon dioxide),"194,703"
642,Romania,2005,Emissions (thousand metric tons of carbon dioxide),"92,662"
642,Romania,2010,Emissions (thousand metric tons of carbon dioxide),"76,923"
642,Romania,2015,Emissions (thousand metric tons of carbon dioxide),"68,941"
642,Romania,2019,Emissions (thousand metric tons of carbon dioxide),"69,582"
642,Romania,2020,Emissions (thousand metric tons of carbon dioxide),"63,344"
642,Romania,2021,Emissions (thousand metric tons of carbon dioxide),"69,117"
642,Romania,1975,Emissions per capita (Kilograms of carbon dioxide),7.4
642,Romania,1985,Emissions per capita (Kilograms of carbon dioxide),8.6
642,Romania,2005,Emissions per capita (Kilograms of carbon dioxide),4.4
642,Romania,2010,Emissions per capita (Kilograms of carbon dioxide),3.8
642,Romania,2015,Emissions per capita (Kilograms of carbon dioxide),3.5
642,Romania,2019,Emissions per capita (Kilograms of carbon dioxide),3.6
642,Romania,2020,Emissions per capita (Kilograms of carbon dioxide),3.3
642,Romania,2021,Emissions per capita (Kilograms of carbon dioxide),3.6
643,Russian Federation,2005,Emissions (thousand metric tons of carbon dioxide),"1,537,314"
643,Russian Federation,2010,Emissions (thousand metric tons of carbon dioxide),"1,547,172"
643,Russian Federation,2015,Emissions (thousand metric tons of carbon dioxide),"1,571,850"
643,Russian Federation,2019,Emissions (thousand metric tons of carbon dioxide),"1,647,581"
643,Russian Federation,2020,Emissions (thousand metric tons of carbon dioxide),"1,607,850"
643,Russian Federation,2021,Emissions (thousand metric tons of carbon dioxide),"1,811,166"
643,Russian Federation,2005,Emissions per capita (Kilograms of carbon dioxide),10.7
643,Russian Federation,2010,Emissions per capita (Kilograms of carbon dioxide),10.8
643,Russian Federation,2015,Emissions per capita (Kilograms of carbon dioxide),10.9
643,Russian Federation,2019,Emissions per capita (Kilograms of carbon dioxide),11.3
643,Russian Federation,2020,Emissions per capita (Kilograms of carbon dioxide),11
643,Russian Federation,2021,Emissions per capita (Kilograms of carbon dioxide),12.5
646,Rwanda,1975,Emissions (thousand metric tons of carbon dioxide),175
646,Rwanda,1985,Emissions (thousand metric tons of carbon dioxide),619
646,Rwanda,2005,Emissions (thousand metric tons of carbon dioxide),487
646,Rwanda,2010,Emissions (thousand metric tons of carbon dioxide),563
646,Rwanda,2015,Emissions (thousand metric tons of carbon dioxide),922
646,Rwanda,2019,Emissions (thousand metric tons of carbon dioxide),"1,251"
646,Rwanda,2020,Emissions (thousand metric tons of carbon dioxide),"1,235"
646,Rwanda,2021,Emissions (thousand metric tons of carbon dioxide),"1,469"
646,Rwanda,1975,Emissions per capita (Kilograms of carbon dioxide),0
646,Rwanda,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
646,Rwanda,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
646,Rwanda,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
646,Rwanda,2015,Emissions per capita (Kilograms of carbon dioxide),0.1
646,Rwanda,2019,Emissions per capita (Kilograms of carbon dioxide),0.1
646,Rwanda,2020,Emissions per capita (Kilograms of carbon dioxide),0.1
646,Rwanda,2021,Emissions per capita (Kilograms of carbon dioxide),0.1
654,Saint Helena,1975,Emissions (thousand metric tons of carbon dioxide),0
654,Saint Helena,1985,Emissions (thousand metric tons of carbon dioxide),3
654,Saint Helena,2005,Emissions (thousand metric tons of carbon dioxide),11
654,Saint Helena,2010,Emissions (thousand metric tons of carbon dioxide),11
654,Saint Helena,2015,Emissions (thousand metric tons of carbon dioxide),11
654,Saint Helena,2019,Emissions (thousand metric tons of carbon dioxide),14
654,Saint Helena,2020,Emissions (thousand metric tons of carbon dioxide),11
654,Saint Helena,2021,Emissions (thousand metric tons of carbon dioxide),12
654,Saint Helena,1975,Emissions per capita (Kilograms of carbon dioxide),0
654,Saint Helena,1985,Emissions per capita (Kilograms of carbon dioxide),0.6
654,Saint Helena,2005,Emissions per capita (Kilograms of carbon dioxide),1.9
654,Saint Helena,2010,Emissions per capita (Kilograms of carbon dioxide),2
654,Saint Helena,2015,Emissions per capita (Kilograms of carbon dioxide),1.9
654,Saint Helena,2019,Emissions per capita (Kilograms of carbon dioxide),2.6
654,Saint Helena,2020,Emissions per capita (Kilograms of carbon dioxide),2
654,Saint Helena,2021,Emissions per capita (Kilograms of carbon dioxide),2.2
659,Saint Kitts and Nevis,1985,Emissions (thousand metric tons of carbon dioxide),54
659,Saint Kitts and Nevis,2005,Emissions (thousand metric tons of carbon dioxide),201
659,Saint Kitts and Nevis,2010,Emissions (thousand metric tons of carbon dioxide),227
659,Saint Kitts and Nevis,2015,Emissions (thousand metric tons of carbon dioxide),239
659,Saint Kitts and Nevis,2019,Emissions (thousand metric tons of carbon dioxide),256
659,Saint Kitts and Nevis,2020,Emissions (thousand metric tons of carbon dioxide),239
659,Saint Kitts and Nevis,2021,Emissions (thousand metric tons of carbon dioxide),237
659,Saint Kitts and Nevis,1985,Emissions per capita (Kilograms of carbon dioxide),1.3
659,Saint Kitts and Nevis,2005,Emissions per capita (Kilograms of carbon dioxide),4.3
659,Saint Kitts and Nevis,2010,Emissions per capita (Kilograms of carbon dioxide),4.8
659,Saint Kitts and Nevis,2015,Emissions per capita (Kilograms of carbon dioxide),5
659,Saint Kitts and Nevis,2019,Emissions per capita (Kilograms of carbon dioxide),5.4
659,Saint Kitts and Nevis,2020,Emissions per capita (Kilograms of carbon dioxide),5
659,Saint Kitts and Nevis,2021,Emissions per capita (Kilograms of carbon dioxide),5
662,Saint Lucia,1975,Emissions (thousand metric tons of carbon dioxide),78
662,Saint Lucia,1985,Emissions (thousand metric tons of carbon dioxide),131
662,Saint Lucia,2005,Emissions (thousand metric tons of carbon dioxide),402
662,Saint Lucia,2010,Emissions (thousand metric tons of carbon dioxide),497
662,Saint Lucia,2015,Emissions (thousand metric tons of carbon dioxide),492
662,Saint Lucia,2019,Emissions (thousand metric tons of carbon dioxide),514
662,Saint Lucia,2020,Emissions (thousand metric tons of carbon dioxide),499
662,Saint Lucia,2021,Emissions (thousand metric tons of carbon dioxide),519
662,Saint Lucia,1975,Emissions per capita (Kilograms of carbon dioxide),0.7
662,Saint Lucia,1985,Emissions per capita (Kilograms of carbon dioxide),1
662,Saint Lucia,2005,Emissions per capita (Kilograms of carbon dioxide),2.4
662,Saint Lucia,2010,Emissions per capita (Kilograms of carbon dioxide),2.9
662,Saint Lucia,2015,Emissions per capita (Kilograms of carbon dioxide),2.8
662,Saint Lucia,2019,Emissions per capita (Kilograms of carbon dioxide),2.9
662,Saint Lucia,2020,Emissions per capita (Kilograms of carbon dioxide),2.8
662,Saint Lucia,2021,Emissions per capita (Kilograms of carbon dioxide),2.9
666,Saint Pierre and Miquelon,1975,Emissions (thousand metric tons of carbon dioxide),34
666,Saint Pierre and Miquelon,1985,Emissions (thousand metric tons of carbon dioxide),35
666,Saint Pierre and Miquelon,2005,Emissions (thousand metric tons of carbon dioxide),64
666,Saint Pierre and Miquelon,2010,Emissions (thousand metric tons of carbon dioxide),66
666,Saint Pierre and Miquelon,2015,Emissions (thousand metric tons of carbon dioxide),67
666,Saint Pierre and Miquelon,2019,Emissions (thousand metric tons of carbon dioxide),67
666,Saint Pierre and Miquelon,2020,Emissions (thousand metric tons of carbon dioxide),64
666,Saint Pierre and Miquelon,2021,Emissions (thousand metric tons of carbon dioxide),57
666,Saint Pierre and Miquelon,1975,Emissions per capita (Kilograms of carbon dioxide),5.8
666,Saint Pierre and Miquelon,1985,Emissions per capita (Kilograms of carbon dioxide),5.7
666,Saint Pierre and Miquelon,2005,Emissions per capita (Kilograms of carbon dioxide),10.5
666,Saint Pierre and Miquelon,2010,Emissions per capita (Kilograms of carbon dioxide),10.9
666,Saint Pierre and Miquelon,2015,Emissions per capita (Kilograms of carbon dioxide),11.1
666,Saint Pierre and Miquelon,2019,Emissions per capita (Kilograms of carbon dioxide),11.4
666,Saint Pierre and Miquelon,2020,Emissions per capita (Kilograms of carbon dioxide),10.8
666,Saint Pierre and Miquelon,2021,Emissions per capita (Kilograms of carbon dioxide),9.7
670,Saint Vincent & Grenadines,1975,Emissions (thousand metric tons of carbon dioxide),34
670,Saint Vincent & Grenadines,1985,Emissions (thousand metric tons of carbon dioxide),66
670,Saint Vincent & Grenadines,2005,Emissions (thousand metric tons of carbon dioxide),226
670,Saint Vincent & Grenadines,2010,Emissions (thousand metric tons of carbon dioxide),228
670,Saint Vincent & Grenadines,2015,Emissions (thousand metric tons of carbon dioxide),240
670,Saint Vincent & Grenadines,2019,Emissions (thousand metric tons of carbon dioxide),225
670,Saint Vincent & Grenadines,2020,Emissions (thousand metric tons of carbon dioxide),241
670,Saint Vincent & Grenadines,2021,Emissions (thousand metric tons of carbon dioxide),240
670,Saint Vincent & Grenadines,1975,Emissions per capita (Kilograms of carbon dioxide),0.4
670,Saint Vincent & Grenadines,1985,Emissions per capita (Kilograms of carbon dioxide),0.6
670,Saint Vincent & Grenadines,2005,Emissions per capita (Kilograms of carbon dioxide),2
670,Saint Vincent & Grenadines,2010,Emissions per capita (Kilograms of carbon dioxide),2.1
670,Saint Vincent & Grenadines,2015,Emissions per capita (Kilograms of carbon dioxide),2.3
670,Saint Vincent & Grenadines,2019,Emissions per capita (Kilograms of carbon dioxide),2.1
670,Saint Vincent & Grenadines,2020,Emissions per capita (Kilograms of carbon dioxide),2.3
670,Saint Vincent & Grenadines,2021,Emissions per capita (Kilograms of carbon dioxide),2.3
882,Samoa,1975,Emissions (thousand metric tons of carbon dioxide),58
882,Samoa,1985,Emissions (thousand metric tons of carbon dioxide),77
882,Samoa,2005,Emissions (thousand metric tons of carbon dioxide),175
882,Samoa,2010,Emissions (thousand metric tons of carbon dioxide),189
882,Samoa,2015,Emissions (thousand metric tons of carbon dioxide),230
882,Samoa,2019,Emissions (thousand metric tons of carbon dioxide),275
882,Samoa,2020,Emissions (thousand metric tons of carbon dioxide),246
882,Samoa,2021,Emissions (thousand metric tons of carbon dioxide),245
882,Samoa,1975,Emissions per capita (Kilograms of carbon dioxide),0.4
882,Samoa,1985,Emissions per capita (Kilograms of carbon dioxide),0.5
882,Samoa,2005,Emissions per capita (Kilograms of carbon dioxide),0.9
882,Samoa,2010,Emissions per capita (Kilograms of carbon dioxide),1
882,Samoa,2015,Emissions per capita (Kilograms of carbon dioxide),1.1
882,Samoa,2019,Emissions per capita (Kilograms of carbon dioxide),1.3
882,Samoa,2020,Emissions per capita (Kilograms of carbon dioxide),1.1
882,Samoa,2021,Emissions per capita (Kilograms of carbon dioxide),1.1
678,Sao Tome and Principe,1975,Emissions (thousand metric tons of carbon dioxide),19
678,Sao Tome and Principe,1985,Emissions (thousand metric tons of carbon dioxide),57
678,Sao Tome and Principe,2005,Emissions (thousand metric tons of carbon dioxide),80
678,Sao Tome and Principe,2010,Emissions (thousand metric tons of carbon dioxide),111
678,Sao Tome and Principe,2015,Emissions (thousand metric tons of carbon dioxide),139
678,Sao Tome and Principe,2019,Emissions (thousand metric tons of carbon dioxide),149
678,Sao Tome and Principe,2020,Emissions (thousand metric tons of carbon dioxide),143
678,Sao Tome and Principe,2021,Emissions (thousand metric tons of carbon dioxide),147
678,Sao Tome and Principe,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
678,Sao Tome and Principe,1985,Emissions per capita (Kilograms of carbon dioxide),0.5
678,Sao Tome and Principe,2005,Emissions per capita (Kilograms of carbon dioxide),0.5
678,Sao Tome and Principe,2010,Emissions per capita (Kilograms of carbon dioxide),0.6
678,Sao Tome and Principe,2015,Emissions per capita (Kilograms of carbon dioxide),0.7
678,Sao Tome and Principe,2019,Emissions per capita (Kilograms of carbon dioxide),0.7
678,Sao Tome and Principe,2020,Emissions per capita (Kilograms of carbon dioxide),0.7
678,Sao Tome and Principe,2021,Emissions per capita (Kilograms of carbon dioxide),0.7
682,Saudi Arabia,1975,Emissions (thousand metric tons of carbon dioxide),"25,747"
682,Saudi Arabia,1985,Emissions (thousand metric tons of carbon dioxide),"161,567"
682,Saudi Arabia,2005,Emissions (thousand metric tons of carbon dioxide),"346,376"
682,Saudi Arabia,2010,Emissions (thousand metric tons of carbon dioxide),"474,283"
682,Saudi Arabia,2015,Emissions (thousand metric tons of carbon dioxide),"527,138"
682,Saudi Arabia,2019,Emissions (thousand metric tons of carbon dioxide),"520,553"
682,Saudi Arabia,2020,Emissions (thousand metric tons of carbon dioxide),"475,087"
682,Saudi Arabia,2021,Emissions (thousand metric tons of carbon dioxide),"549,170"
682,Saudi Arabia,1975,Emissions per capita (Kilograms of carbon dioxide),3.5
682,Saudi Arabia,1985,Emissions per capita (Kilograms of carbon dioxide),12.2
682,Saudi Arabia,2005,Emissions per capita (Kilograms of carbon dioxide),14.2
682,Saudi Arabia,2010,Emissions per capita (Kilograms of carbon dioxide),16.1
682,Saudi Arabia,2015,Emissions per capita (Kilograms of carbon dioxide),16.1
682,Saudi Arabia,2019,Emissions per capita (Kilograms of carbon dioxide),14.5
682,Saudi Arabia,2020,Emissions per capita (Kilograms of carbon dioxide),13.2
682,Saudi Arabia,2021,Emissions per capita (Kilograms of carbon dioxide),15.3
686,Senegal,1975,Emissions (thousand metric tons of carbon dioxide),"2,433"
686,Senegal,1985,Emissions (thousand metric tons of carbon dioxide),"2,512"
686,Senegal,2005,Emissions (thousand metric tons of carbon dioxide),"4,566"
686,Senegal,2010,Emissions (thousand metric tons of carbon dioxide),"5,400"
686,Senegal,2015,Emissions (thousand metric tons of carbon dioxide),"8,208"
686,Senegal,2019,Emissions (thousand metric tons of carbon dioxide),"10,292"
686,Senegal,2020,Emissions (thousand metric tons of carbon dioxide),"8,239"
686,Senegal,2021,Emissions (thousand metric tons of carbon dioxide),"9,604"
686,Senegal,1975,Emissions per capita (Kilograms of carbon dioxide),0.5
686,Senegal,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
686,Senegal,2005,Emissions per capita (Kilograms of carbon dioxide),0.4
686,Senegal,2010,Emissions per capita (Kilograms of carbon dioxide),0.4
686,Senegal,2015,Emissions per capita (Kilograms of carbon dioxide),0.6
686,Senegal,2019,Emissions per capita (Kilograms of carbon dioxide),0.6
686,Senegal,2020,Emissions per capita (Kilograms of carbon dioxide),0.5
686,Senegal,2021,Emissions per capita (Kilograms of carbon dioxide),0.6
688,Serbia,2005,Emissions (thousand metric tons of carbon dioxide),"50,281"
688,Serbia,2010,Emissions (thousand metric tons of carbon dioxide),"45,949"
688,Serbia,2015,Emissions (thousand metric tons of carbon dioxide),"44,347"
688,Serbia,2019,Emissions (thousand metric tons of carbon dioxide),"44,756"
688,Serbia,2020,Emissions (thousand metric tons of carbon dioxide),"45,461"
688,Serbia,2021,Emissions (thousand metric tons of carbon dioxide),"43,851"
688,Serbia,2005,Emissions per capita (Kilograms of carbon dioxide),6.4
688,Serbia,2010,Emissions per capita (Kilograms of carbon dioxide),6
688,Serbia,2015,Emissions per capita (Kilograms of carbon dioxide),5.9
688,Serbia,2019,Emissions per capita (Kilograms of carbon dioxide),6
688,Serbia,2020,Emissions per capita (Kilograms of carbon dioxide),6.2
688,Serbia,2021,Emissions per capita (Kilograms of carbon dioxide),6
690,Seychelles,1975,Emissions (thousand metric tons of carbon dioxide),60
690,Seychelles,1985,Emissions (thousand metric tons of carbon dioxide),154
690,Seychelles,2005,Emissions (thousand metric tons of carbon dioxide),390
690,Seychelles,2010,Emissions (thousand metric tons of carbon dioxide),450
690,Seychelles,2015,Emissions (thousand metric tons of carbon dioxide),511
690,Seychelles,2019,Emissions (thousand metric tons of carbon dioxide),604
690,Seychelles,2020,Emissions (thousand metric tons of carbon dioxide),611
690,Seychelles,2021,Emissions (thousand metric tons of carbon dioxide),624
690,Seychelles,1975,Emissions per capita (Kilograms of carbon dioxide),1
690,Seychelles,1985,Emissions per capita (Kilograms of carbon dioxide),2.3
690,Seychelles,2005,Emissions per capita (Kilograms of carbon dioxide),4.5
690,Seychelles,2010,Emissions per capita (Kilograms of carbon dioxide),4.9
690,Seychelles,2015,Emissions per capita (Kilograms of carbon dioxide),5.2
690,Seychelles,2019,Emissions per capita (Kilograms of carbon dioxide),5.8
690,Seychelles,2020,Emissions per capita (Kilograms of carbon dioxide),5.8
690,Seychelles,2021,Emissions per capita (Kilograms of carbon dioxide),5.9
694,Sierra Leone,1975,Emissions (thousand metric tons of carbon dioxide),527
694,Sierra Leone,1985,Emissions (thousand metric tons of carbon dioxide),668
694,Sierra Leone,2005,Emissions (thousand metric tons of carbon dioxide),437
694,Sierra Leone,2010,Emissions (thousand metric tons of carbon dioxide),557
694,Sierra Leone,2015,Emissions (thousand metric tons of carbon dioxide),"1,106"
694,Sierra Leone,2019,Emissions (thousand metric tons of carbon dioxide),"1,023"
694,Sierra Leone,2020,Emissions (thousand metric tons of carbon dioxide),"1,048"
694,Sierra Leone,2021,Emissions (thousand metric tons of carbon dioxide),"1,283"
694,Sierra Leone,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
694,Sierra Leone,1985,Emissions per capita (Kilograms of carbon dioxide),0.2
694,Sierra Leone,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
694,Sierra Leone,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
694,Sierra Leone,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
694,Sierra Leone,2019,Emissions per capita (Kilograms of carbon dioxide),0.1
694,Sierra Leone,2020,Emissions per capita (Kilograms of carbon dioxide),0.1
694,Sierra Leone,2021,Emissions per capita (Kilograms of carbon dioxide),0.2
702,Singapore,1975,Emissions (thousand metric tons of carbon dioxide),"23,528"
702,Singapore,1985,Emissions (thousand metric tons of carbon dioxide),"31,387"
702,Singapore,2005,Emissions (thousand metric tons of carbon dioxide),"40,019"
702,Singapore,2010,Emissions (thousand metric tons of carbon dioxide),"42,911"
702,Singapore,2015,Emissions (thousand metric tons of carbon dioxide),"62,199"
702,Singapore,2019,Emissions (thousand metric tons of carbon dioxide),"78,921"
702,Singapore,2020,Emissions (thousand metric tons of carbon dioxide),"81,176"
702,Singapore,2021,Emissions (thousand metric tons of carbon dioxide),"81,570"
702,Singapore,1975,Emissions per capita (Kilograms of carbon dioxide),10.4
702,Singapore,1985,Emissions per capita (Kilograms of carbon dioxide),11.6
702,Singapore,2005,Emissions per capita (Kilograms of carbon dioxide),9.2
702,Singapore,2010,Emissions per capita (Kilograms of carbon dioxide),8.3
702,Singapore,2015,Emissions per capita (Kilograms of carbon dioxide),11
702,Singapore,2019,Emissions per capita (Kilograms of carbon dioxide),13.5
702,Singapore,2020,Emissions per capita (Kilograms of carbon dioxide),13.7
702,Singapore,2021,Emissions per capita (Kilograms of carbon dioxide),13.7
534,Sint Maarten (Dutch part),2015,Emissions (thousand metric tons of carbon dioxide),762
534,Sint Maarten (Dutch part),2019,Emissions (thousand metric tons of carbon dioxide),705
534,Sint Maarten (Dutch part),2020,Emissions (thousand metric tons of carbon dioxide),670
534,Sint Maarten (Dutch part),2021,Emissions (thousand metric tons of carbon dioxide),701
534,Sint Maarten (Dutch part),2015,Emissions per capita (Kilograms of carbon dioxide),19
534,Sint Maarten (Dutch part),2019,Emissions per capita (Kilograms of carbon dioxide),16.4
534,Sint Maarten (Dutch part),2020,Emissions per capita (Kilograms of carbon dioxide),15.4
534,Sint Maarten (Dutch part),2021,Emissions per capita (Kilograms of carbon dioxide),15.9
703,Slovakia,2005,Emissions (thousand metric tons of carbon dioxide),"37,141"
703,Slovakia,2010,Emissions (thousand metric tons of carbon dioxide),"34,744"
703,Slovakia,2015,Emissions (thousand metric tons of carbon dioxide),"28,706"
703,Slovakia,2019,Emissions (thousand metric tons of carbon dioxide),"28,576"
703,Slovakia,2020,Emissions (thousand metric tons of carbon dioxide),"26,284"
703,Slovakia,2021,Emissions (thousand metric tons of carbon dioxide),"29,775"
703,Slovakia,2005,Emissions per capita (Kilograms of carbon dioxide),6.9
703,Slovakia,2010,Emissions per capita (Kilograms of carbon dioxide),6.4
703,Slovakia,2015,Emissions per capita (Kilograms of carbon dioxide),5.3
703,Slovakia,2019,Emissions per capita (Kilograms of carbon dioxide),5.2
703,Slovakia,2020,Emissions per capita (Kilograms of carbon dioxide),4.8
703,Slovakia,2021,Emissions per capita (Kilograms of carbon dioxide),5.5
705,Slovenia,2005,Emissions (thousand metric tons of carbon dioxide),"15,408"
705,Slovenia,2010,Emissions (thousand metric tons of carbon dioxide),"15,216"
705,Slovenia,2015,Emissions (thousand metric tons of carbon dioxide),"12,560"
705,Slovenia,2019,Emissions (thousand metric tons of carbon dioxide),"12,897"
705,Slovenia,2020,Emissions (thousand metric tons of carbon dioxide),"11,731"
705,Slovenia,2021,Emissions (thousand metric tons of carbon dioxide),"11,888"
705,Slovenia,2005,Emissions per capita (Kilograms of carbon dioxide),7.7
705,Slovenia,2010,Emissions per capita (Kilograms of carbon dioxide),7.4
705,Slovenia,2015,Emissions per capita (Kilograms of carbon dioxide),6
705,Slovenia,2019,Emissions per capita (Kilograms of carbon dioxide),6.1
705,Slovenia,2020,Emissions per capita (Kilograms of carbon dioxide),5.5
705,Slovenia,2021,Emissions per capita (Kilograms of carbon dioxide),5.6
90,Solomon Islands,1975,Emissions (thousand metric tons of carbon dioxide),60
90,Solomon Islands,1985,Emissions (thousand metric tons of carbon dioxide),155
90,Solomon Islands,2005,Emissions (thousand metric tons of carbon dioxide),293
90,Solomon Islands,2010,Emissions (thousand metric tons of carbon dioxide),343
90,Solomon Islands,2015,Emissions (thousand metric tons of carbon dioxide),307
90,Solomon Islands,2019,Emissions (thousand metric tons of carbon dioxide),307
90,Solomon Islands,2020,Emissions (thousand metric tons of carbon dioxide),302
90,Solomon Islands,2021,Emissions (thousand metric tons of carbon dioxide),299
90,Solomon Islands,1975,Emissions per capita (Kilograms of carbon dioxide),0.3
90,Solomon Islands,1985,Emissions per capita (Kilograms of carbon dioxide),0.6
90,Solomon Islands,2005,Emissions per capita (Kilograms of carbon dioxide),0.6
90,Solomon Islands,2010,Emissions per capita (Kilograms of carbon dioxide),0.6
90,Solomon Islands,2015,Emissions per capita (Kilograms of carbon dioxide),0.5
90,Solomon Islands,2019,Emissions per capita (Kilograms of carbon dioxide),0.5
90,Solomon Islands,2020,Emissions per capita (Kilograms of carbon dioxide),0.4
90,Solomon Islands,2021,Emissions per capita (Kilograms of carbon dioxide),0.4
706,Somalia,1975,Emissions (thousand metric tons of carbon dioxide),518
706,Somalia,1985,Emissions (thousand metric tons of carbon dioxide),870
706,Somalia,2005,Emissions (thousand metric tons of carbon dioxide),580
706,Somalia,2010,Emissions (thousand metric tons of carbon dioxide),629
706,Somalia,2015,Emissions (thousand metric tons of carbon dioxide),648
706,Somalia,2019,Emissions (thousand metric tons of carbon dioxide),655
706,Somalia,2020,Emissions (thousand metric tons of carbon dioxide),614
706,Somalia,2021,Emissions (thousand metric tons of carbon dioxide),636
706,Somalia,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
706,Somalia,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
706,Somalia,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
706,Somalia,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
706,Somalia,2015,Emissions per capita (Kilograms of carbon dioxide),0
706,Somalia,2019,Emissions per capita (Kilograms of carbon dioxide),0
706,Somalia,2020,Emissions per capita (Kilograms of carbon dioxide),0
706,Somalia,2021,Emissions per capita (Kilograms of carbon dioxide),0
710,South Africa,1975,Emissions (thousand metric tons of carbon dioxide),"188,223"
710,South Africa,1985,Emissions (thousand metric tons of carbon dioxide),"333,260"
710,South Africa,2005,Emissions (thousand metric tons of carbon dioxide),"422,802"
710,South Africa,2010,Emissions (thousand metric tons of carbon dioxide),"471,141"
710,South Africa,2015,Emissions (thousand metric tons of carbon dioxide),"454,147"
710,South Africa,2019,Emissions (thousand metric tons of carbon dioxide),"473,003"
710,South Africa,2020,Emissions (thousand metric tons of carbon dioxide),"443,335"
710,South Africa,2021,Emissions (thousand metric tons of carbon dioxide),"434,184"
710,South Africa,1975,Emissions per capita (Kilograms of carbon dioxide),7.3
710,South Africa,1985,Emissions per capita (Kilograms of carbon dioxide),10.1
710,South Africa,2005,Emissions per capita (Kilograms of carbon dioxide),8.6
710,South Africa,2010,Emissions per capita (Kilograms of carbon dioxide),9.1
710,South Africa,2015,Emissions per capita (Kilograms of carbon dioxide),8.1
710,South Africa,2019,Emissions per capita (Kilograms of carbon dioxide),8.1
710,South Africa,2020,Emissions per capita (Kilograms of carbon dioxide),7.5
710,South Africa,2021,Emissions per capita (Kilograms of carbon dioxide),7.3
728,South Sudan,2015,Emissions (thousand metric tons of carbon dioxide),"1,971"
728,South Sudan,2019,Emissions (thousand metric tons of carbon dioxide),"1,832"
728,South Sudan,2020,Emissions (thousand metric tons of carbon dioxide),"1,742"
728,South Sudan,2021,Emissions (thousand metric tons of carbon dioxide),"1,798"
728,South Sudan,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
728,South Sudan,2019,Emissions per capita (Kilograms of carbon dioxide),0.2
728,South Sudan,2020,Emissions per capita (Kilograms of carbon dioxide),0.2
728,South Sudan,2021,Emissions per capita (Kilograms of carbon dioxide),0.2
724,Spain,1975,Emissions (thousand metric tons of carbon dioxide),"172,651"
724,Spain,1985,Emissions (thousand metric tons of carbon dioxide),"193,641"
724,Spain,2005,Emissions (thousand metric tons of carbon dioxide),"334,568"
724,Spain,2010,Emissions (thousand metric tons of carbon dioxide),"262,199"
724,Spain,2015,Emissions (thousand metric tons of carbon dioxide),"245,037"
724,Spain,2019,Emissions (thousand metric tons of carbon dioxide),"233,286"
724,Spain,2020,Emissions (thousand metric tons of carbon dioxide),"193,910"
724,Spain,2021,Emissions (thousand metric tons of carbon dioxide),"212,097"
724,Spain,1975,Emissions per capita (Kilograms of carbon dioxide),4.8
724,Spain,1985,Emissions per capita (Kilograms of carbon dioxide),5
724,Spain,2005,Emissions per capita (Kilograms of carbon dioxide),7.7
724,Spain,2010,Emissions per capita (Kilograms of carbon dioxide),5.6
724,Spain,2015,Emissions per capita (Kilograms of carbon dioxide),5.3
724,Spain,2019,Emissions per capita (Kilograms of carbon dioxide),5
724,Spain,2020,Emissions per capita (Kilograms of carbon dioxide),4.1
724,Spain,2021,Emissions per capita (Kilograms of carbon dioxide),4.5
144,Sri Lanka,1975,Emissions (thousand metric tons of carbon dioxide),"2,697"
144,Sri Lanka,1985,Emissions (thousand metric tons of carbon dioxide),"3,674"
144,Sri Lanka,2005,Emissions (thousand metric tons of carbon dioxide),"11,536"
144,Sri Lanka,2010,Emissions (thousand metric tons of carbon dioxide),"12,618"
144,Sri Lanka,2015,Emissions (thousand metric tons of carbon dioxide),"19,272"
144,Sri Lanka,2019,Emissions (thousand metric tons of carbon dioxide),"20,374"
144,Sri Lanka,2020,Emissions (thousand metric tons of carbon dioxide),"20,057"
144,Sri Lanka,2021,Emissions (thousand metric tons of carbon dioxide),"22,035"
144,Sri Lanka,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
144,Sri Lanka,1985,Emissions per capita (Kilograms of carbon dioxide),0.2
144,Sri Lanka,2005,Emissions per capita (Kilograms of carbon dioxide),0.6
144,Sri Lanka,2010,Emissions per capita (Kilograms of carbon dioxide),0.6
144,Sri Lanka,2015,Emissions per capita (Kilograms of carbon dioxide),0.9
